S.No.,Jokes
16942,I think that an XBox is the closest thing to a "box" that most gamers have ever seen. Clever branding Microsoft.
16943,I hate it when people think I'm dumb. I follow current events. Like the World Cup, for instance. I'm totally rooting for Vuvuzela.
16944,According to this white t-shirt, I'm the BP of red wine.
16945,Hell, even an 80-year-old prostitute works more often than twitter.
16946,the best thing about hair glitter is that you don't have to use it
16947,That incessant, monotonous football is really ruining my enjoyment of the vuvuzelas.
16948,I'd enjoy your sports/movie/pop-star jokes a lot more if I didn't have to spend 10 minutes on Google figuring out if they're funny or not.
16949,If you're going to bother Google with a search, it is polite to type "excuse me" first.
16950,I'm going to bed tonight at a reasonable hour so I can be extremely obnoxious at an unreasonable hour tomorrow.
16951,Before the invention of the Internet, primitive humans had to Google stuff by waterboarding a librarian.
16952,Reenacting the Civil War seems like a lot of work. I'd much rather reenact the Cola War from my couch. First is the battle of Whiskey.
16953,If a stripper got "$20" tattooed on each asscheek, she could bend over & say "Hindsight's $20/$20!" ...What a money maker!
16954,I don't believe in anything I can't see, hear or touch, like calories. My thighs, however, are clearly very gullible.
16955,The sausage mogul Jimmy Dean has passed away. Someone just sent me the link!!!!
16956,Thinking of starting a website that auto-tweets when you j/o. "I'm the mayor of MY GARAGE on JERKSQUARE."
16957,Ever notice how confusing your sentence's are when you incorrectly use apostrophe's to pluralize word's? It hurt's me even to type thi's.
16958,#BPMovies 20,000 Leaks Under the Sea.
16959,If you eat Skittles while drinking NyQuil, you can taste the rainbows on Pluto.
16960,ladies, sometimes you only get a personalized ringtone so guys like me don't even have to get up to ignore your call.
16961,You ever notice most Ford vehicle names are more fun when you put "anal" in front? Probe, Explorer, Excursion...
16962,If anyone knows how to increase the size of my penis or where I can buy cheap viagra or a rolex watch, please email me every day about it
16963,"Blinding Nemo" #BPMovies
16964,England vs USA. Loser gets New Jersey.
16965,Seriously considering "Have boobs, will travel" as my new bio for everything. It's a good life.
16966,I think I'm a superhero, but I don't even remember being bitten by a radioactive sloth.
16967,Pinot? I hardly noir.
16968,Number 1 best thing about waterparks: boobs. I'm sure there's a number 2 best thing, but #1 has got me pretty occupied at the moment.
16969,"Be right there! I just need to rip my lovely real eyebrows out & draw shitty fake ones in their place." -Thousands of women
16970,I bet there is just a lot of awkward silence after a mime orgy.
16971,With a margin of error of plus or minus three percent. That's how I poll.
16972,Clapping was invented by white people at concerts, because we have no idea what to do with our hands when we dance.
16973,You may refer to him as Cap'n Crunch to others, but you must still salute him in person.
16974,I just finished writing a Broadway musical about the dictionary. It's the ultimate play on words.
16975,I'm drunk and ready to get retarded! Wait, that's not politically correct. I'm soberly-challenged and ready to get retarded!
16976,You know you spend way too much time on Twitter when your wife asks what you're doing online and "porn" is a better answer.
16977,Apparently, saying I prefer the babysitter not have a gag reflex isn't as appropriate as it seemed when I wrote the ad.
16978,Pope should record an album to remake Vatican's image. The problem is picking which robe to wear when making a video w/ Lady Gaga
16979,Those who believe in telekinetics, raise my hand.
16980,Just once I would like to hear an athlete thank God for their talent and their pharmacist for everything God left out.
16981,The cat puked under my bed. Cleanup efforts only made it worse. It's time to renew our commitment to developing alternative sources of cute.
16982,Imagine how confusing it would be if Ms. Pac-Man didn't like hair bows.
16983,While getting the newspaper, I thought the neighbor admired my new boxers a bit too much. 'Til I felt a breeze. And remembered a button.
16984,Marriage means always wanting to scream "Shut the fuck up" but instead saying "OK honey".
16985,Intelligent people are some of the biggest idiots I've ever met.
16986,My BFF asked me to watch her purse while she went to the bathroom. I asked her what it was going to do. I'm hilarious. Everyone says so.
16987,Edgy? You are seriously describing WINE as "edgy"? Vodka with Xanax and a side of knife fight is edgy. This is Welch's.
16988,I have to take a Viagra when I take an Ambien. It keeps me from rolling off the bed.
16989,Bad news: I burned my finger on the toaster. Good news: 1 down, 9 stupid incriminating fingerprints to go.
16990,I hate it when I go to bed and forget to turn off my swag.
16991,FUN FACT: Teens in the late 1800s sent/received an average of 75 telegrams a day.
16992,You know you have no attention span when you require a mental break while typing 140 characters.
16993,The only thing worse than finding out you were given up for adoption would be finding out it was Rick Astley who gave you up.
16994,I like to bring ants on planes and say "All the people down there look like you!" They can't understand me, but they like the company.
16995,Don't judge a German tourist until you've walked a mile in his socks/sandals combo.
16996,I'm wearing my Superman t-shirt under my work shirt, which I'm sure the paramedics will find ironic after I throw myself out of the window.
16997,It is rude to Digg an article without first checking for gass, waterr or other utilityy lines.
16998,I keep hoping one day I'll be stuck on a 6-hour flight next to Flavor Flav just so I can ask him what time it is every five minutes.
16999,I was flattered that our mailman calls me "Sunshine" until I overheard him call my neighbor, the double amputee, "Speedy."
17000,You'll never know how funny a tweet can be until you think of all the ways after posting it.
17001,A trip to Wal-Mart is all the proof I need that ugly isn't an effective means of birth control.
17002,I just saw a gang fight. One gang claimed that grease is the word, and the other said that bird is the word. I think eight guys were killed.
17003,Saw Robin Hood. Basically it's a film about stealing 13 dollars from evil movie-goers and giving it to the studios.
17004,I'd say I avoid Facebook like the plague, but I don't do much to avoid the plague.
17005,I don't want to brag or make anybody jealous, but I can still fit into the earrings I wore in high school.
17006,Got my hair done again. I'm so blonde now I can barely spell my last name.
17007,I can tell our waitress is a slut by the way she walks. Also by the way she fucked every dude I went to high school with.
17008,Oh God. Yes. This is so good. I love it so much I'm having a sarcasm.
17009,I just heard that someone at my gym drilled a hole in the wall of the girls locker room. Police are looking into it.
17010,Why are these Facebook status updates so much more interesting than usual? Oh, because this isn't Facebook - it's a mattress label. My bad.
17011,This ceiling fan keeps knocking over my ceiling furniture.
17012,Toilets that automatically flush before I'm done make me feel like every relationship I've ever been in.
17013,When BP says, "We have the spill under control" is the new "I promise not to come inside you."
17014,And after I smoked the medicinal marijuana, I ate three tubes of medicinal chocolate chip cookie dough.
17015,In Louisville, KY where bars are open till 4 am. Here's my slogan for them: "Get upchucky in Kentucky."
